"eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","typeId","name","assist","type_value_Player position","type_value_Team formation","type_value_Resume","type_value_Team player formation","type_value_Team kit","type_value_Captain","type_value_Jersey number","type_value_Involved","type_value_Direction of Play","type_value_Pass End X","type_value_Kick Off","type_value_Angle","type_value_Pass End Y","type_value_Length","type_value_Zone","type_value_Chipped","type_value_Launch","type_value_Long ball","type_value_Head pass","type_value_Players caught offside","type_value_Free kick taken","type_value_Indirect","type_value_Not visible","type_value_Regular play","type_value_Assist","type_value_Intentional
assist","type_value_Goal mouth z coordinate","type_value_GK Y Coordinate","type_value_Left footed","type_value_Related event ID","type_value_Goal mouth y coordinate","type_value_Low right","type_value_Big Chance","type_value_Assisted","type_value_Box-deep left","type_value_Keeper Touched","type_value_First Touch","type_value_GK X blocked","type_value_Throw-in","type_value_In-swinger","type_value_Cross","type_value_Head","type_value_Offensive","type_value_Opposite related event ID","type_value_Opposite
related
event ID","type_value_Defensive","type_value_Right footed","type_value_Out-swinger","type_value_Direct","type_value_Attempted Tackle","type_value_Foul","type_value_Goal Kick","type_value_Low","type_value_Out of play","type_value_Keeper Throw","type_value_Blocked
Pass","type_value_Lay-off","type_value_Left","type_value_Right","type_value_Corner taken","type_value_Shirt Pull/Holding","type_value_Yellow Card","type_value_Fast Break","type_value_Fast break","type_value_High centre","type_value_Volley","type_value_Box-centre","type_value_Out of box-centre","type_value_Individual Play","type_value_Blocked x co-ordinate","type_value_Blocked y co-ordinate","type_value_Low centre","type_value_Hands","type_value_Collected","type_value_Stooping","type_value_Close left","type_value_Switch of play","type_value_High","type_value_Overrun","type_value_Pull Back","type_value_From corner","type_value_Blocked","type_value_Def block","type_value_Blocked cross","type_value_Flick-on","type_value_Through ball","type_value_Low left","type_value_Diving","type_value_Out of box-deep left","type_value_Deflection","type_value_Parried danger","type_value_Dangerous play","type_value_Box-left","type_value_Parried safe","type_value_Over-arm","type_value_Small box-left","type_value_Box-right","type_value_End type","type_value_Tactical","type_value_Detailed Position ID","type_value_Position Side ID","type_value_Formation slot","type_value_Box-deep right","type_value_High Right","type_value_Strong","type_value_Captain change","type_value_Small box-right","type_value_Set piece","type_value_Leading to attempt","type_value_1 on 1","type_value_Close left and high","type_value_Gk kick from hands","type_value_Shove/push","type_value_Straight","type_value_Standing","type_value_High claim","type_value_Game end","value_Team formation","value_Captain","value_Direction of Play","value_Pass End X","value_Kick Off","value_Angle","value_Pass End Y","value_Length","value_Zone","value_Chipped","value_Launch","value_Long ball","value_Head pass","value_Players caught offside","value_Free kick taken","value_Indirect","value_Not visible","value_Regular play","value_Assist","value_Intentional
assist","value_Goal mouth z coordinate","value_GK Y Coordinate","value_Left footed","value_Related event ID","value_Goal mouth y coordinate","value_Low right","value_Big Chance","value_Assisted","value_Box-deep left","value_Keeper Touched","value_First Touch","value_GK X blocked","value_Throw-in","value_In-swinger","value_Cross","value_Head","value_Offensive","value_Opposite related event ID","value_Opposite
related
event ID","value_Defensive","value_Right footed","value_Out-swinger","value_Direct","value_Attempted Tackle","value_Foul","value_Goal Kick","value_Low","value_Out of play","value_Keeper Throw","value_Blocked
Pass","value_Lay-off","value_Left","value_Right","value_Corner taken","value_Shirt Pull/Holding","value_Yellow Card","value_Fast Break","value_Fast break","value_High centre","value_Volley","value_Box-centre","value_Out of box-centre","value_Individual Play","value_Blocked x co-ordinate","value_Blocked y co-ordinate","value_Low centre","value_Hands","value_Collected","value_Stooping","value_Close left","value_Switch of play","value_High","value_Overrun","value_Pull Back","value_From corner","value_Blocked","value_Def block","value_Blocked cross","value_Flick-on","value_Through ball","value_Low left","value_Diving","value_Out of box-deep left","value_Deflection","value_Parried danger","value_Dangerous play","value_Box-left","value_Parried safe","value_Over-arm","value_Small box-left","value_Box-right","value_End type","value_Tactical","value_Detailed Position ID","value_Position Side ID","value_Formation slot","value_Box-deep right","value_High Right","value_Strong","value_Captain change","value_Small box-right","value_Set piece","value_Leading to attempt","value_1 on 1","value_Close left and high","value_Gk kick from hands","value_Shove/push","value_Straight","value_Standing","value_High claim","value_Game end","teamName","h_a","ft","timeStamp","venueName","competition","season","index","start_zone_value_xT","end_zone_value_xT","xT","oppositionTeamName","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
405,45,21,"cobffe32r7g4skka9m19qib63",71.4,11.084,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"cu52a54iqv8lec3e4104vh84q",69.825,20.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4,2727935187,1,"Sergio Arribas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66.5",NA,"1.73","30.8","10.0","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",790,0.02401521,0.01935132,-0.00466389,"Levante UD",3.15080757042212,0,99.0755450158133,"S. Arribas",790,42,"UD Almería",790
406,45,25,"cobffe32r7g4skka9m19qib63",69.195,20.944,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"6kpscy08tl4fkie4w4hl49n11",72.135,35.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4666666666667,2727935261,1,"Gonzalo Melero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68.7",NA,"1.36","51.5","14.4","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",791,0.0241224,0.02385149,-0.000270909999999999,"Levante UD",5.23029139776156,0,78.2024556430549,"G. Melero",791,42,"UD Almería",791
407,45,27,"cobffe32r7g4skka9m19qib63",72.135,35.02,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"cu52a54iqv8lec3e4104vh84q",70.455,56.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,2727935301,1,"Sergio Arribas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67.1",NA,"1.65","83.4","21.8","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",792,0.02385149,0.02401521,0.000163719999999999,"Levante UD",-8.4615504010816,0,94.4285978189282,"S. Arribas",792,42,"UD Almería",792
408,45,29,"cobffe32r7g4skka9m19qib63",70.455,56.712,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"cmxmyld8l4gjy03zxskyxf5gq",67.2,46.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5333333333333,2727935391,1,"Bruno Langa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64.0",NA,"4.39","69.0","10.3","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",793,0.02401521,0.01935132,-0.00466389,"Levante UD",1.39533003312852,0,-108.387540355703,"B. Langa",793,42,"UD Almería",793
408.5,45,30,"cobffe32r7g4skka9m19qib63",67.2,46.92,"SecondHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"baax58gbtxlbuj3duulpms4q1",68.04,43.384,NA,NA,NA,NA,NA,409,NA,NA,NA,NA,49.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",794,0.01935132,0.01935132,0,"Levante UD",0,1.81436793636062,-76.6367139188035,NA,794,42,"UD Almería",794
409,45,31,"cobffe32r7g4skka9m19qib63",68.04,43.384,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"baax58gbtxlbuj3duulpms4q1",69.93,23.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5666666666667,2727935471,1,"I. Baba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66.6",NA,"4.81","34.9","19.7","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",795,0.01935132,0.01935132,0,"Levante UD",1.59041758408175,0,-84.506564364048,"I. Baba",795,42,"UD Almería",795
409.5,45,32.5,"cobffe32r7g4skka9m19qib63",69.93,23.732,"SecondHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"a5x0poaqzssg2yuou57qgyead",69.72,18.292,NA,NA,NA,NA,NA,410,NA,NA,NA,NA,49.5916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",796,0.0241224,0.01935132,-0.00477108,"Levante UD",0,-2.07664350966928,-92.2106879293805,NA,796,42,"UD Almería",796
410,45,34,"cobffe32r7g4skka9m19qib63",69.72,18.292,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"a5x0poaqzssg2yuou57qgyead",77.07,5.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.6166666666667,2727935555,1,"Chumi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73.4",NA,"5.23","7.7","15.0","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",797,0.0241224,0.02122129,-0.00290111,"Levante UD",-1.4741462867697,0,-60.6222483673987,"Chumi",797,42,"UD Almería",797
411,45,36,"cobffe32r7g4skka9m19qib63",76.44,6.664,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"6mz6fzrfndfv7zpm38a6msmw9",73.5,19.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.65,2727935709,1,"Alex Pozo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70.0",NA,"1.80","28.7","13.2","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",798,0.02122129,0.0241224,0.00290111,"Levante UD",4.86352125110263,0,102.885169399703,"A. Pozo",798,42,"UD Almería",798
411.5,45,38,"cobffe32r7g4skka9m19qib63",73.5,19.516,"SecondHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"cu52a54iqv8lec3e4104vh84q",75.285,10.676,NA,NA,NA,NA,NA,412,NA,NA,NA,NA,49.6833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",799,0.0241224,0.02401521,-0.00010719,"Levante UD",0,-3.10512931737239,-78.5841604755929,NA,799,42,"UD Almería",799
412,45,40,"cobffe32r7g4skka9m19qib63",75.285,10.676,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"cu52a54iqv8lec3e4104vh84q",91.035,2.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7166666666667,2727935751,1,"Sergio Arribas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,213,141,212,56,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86.7",NA,"5.83","4.3","17.6","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",800,0.02401521,0.03485072,0.01083551,"Levante UD",3.70590392212447,0,-26.2059719651216,"S. Arribas",800,42,"UD Almería",800
413,45,42,"cobffe32r7g4skka9m19qib63",89.88,2.312,"SecondHalf","BallTouch","Unsuccessful",NA,NA,NA,NA,NA,"6kpscy08tl4fkie4w4hl49n11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.75,2727935769,61,"Gonzalo Melero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UD Almería","away","4 : 2","2024-09-29","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",801,NA,NA,NA,"Levante UD",0,0,NA,"G. Melero",801,42,"UD Almería",801
