"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndY","type_value_Zone","type_value_PassEndX","type_value_Length","type_value_Angle","type_value_Chipped","type_value_Longball","type_value_ThrowIn","type_value_Offensive","type_value_Foul","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_FreekickTaken","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_HeadPass","type_value_LayOff","type_value_GoalKick","type_value_ShotAssist","type_value_KeyPass","type_value_BlockedY","type_value_BlockedX","type_value_GoalMouthZ","type_value_GoalMouthY","type_value_RightFoot","type_value_BoxLeft","type_value_RelatedEventId","type_value_Assisted","type_value_LowCentre","type_value_FastBreak","type_value_IndividualPlay","type_value_Hands","type_value_Collected","type_value_DivingSave","type_value_KeeperSaveInTheBox","type_value_KeeperThrow","type_value_Red","type_value_JerseyNumber","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_PlayerPosition","type_value_CaptainPlayerId","type_value_DirectFreekick","type_value_Blocked","type_value_OutOfBoxCentre","type_value_OutfielderBlock","type_value_LastMan","type_value_Cross","type_value_LeftFoot","type_value_BigChance","type_value_RegularPlay","type_value_BoxCentre","type_value_LowRight","type_value_Head","type_value_IntentionalAssist","type_value_FirstTouch","type_value_Throughball","type_value_Volley","type_value_StandingSave","type_value_Yellow","type_value_MissLeft","type_value_GoalDisallowed","type_value_BoxRight","type_value_MissHigh","type_value_HighRight","type_value_HighClaim","type_value_MissRight","type_value_CornerTaken","type_value_FromCorner","type_value_HighLeft","type_value_FormationSlot","type_value_ParriedSafe","type_value_KeeperSaveObox","type_value_SixYardBlock","type_value_LowLeft","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_OverRun","type_value_SetPiece","value_PassEndY","value_Zone","value_PassEndX","value_Length","value_Angle","value_Chipped","value_Longball","value_ThrowIn","value_Offensive","value_Foul","value_OppositeRelatedEvent","value_Defensive","value_FreekickTaken","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_HeadPass","value_LayOff","value_GoalKick","value_ShotAssist","value_KeyPass","value_BlockedY","value_BlockedX","value_GoalMouthZ","value_GoalMouthY","value_RightFoot","value_BoxLeft","value_RelatedEventId","value_Assisted","value_LowCentre","value_FastBreak","value_IndividualPlay","value_Hands","value_Collected","value_DivingSave","value_KeeperSaveInTheBox","value_KeeperThrow","value_Red","value_JerseyNumber","value_TeamPlayerFormation","value_TeamFormation","value_InvolvedPlayers","value_PlayerPosition","value_CaptainPlayerId","value_DirectFreekick","value_Blocked","value_OutOfBoxCentre","value_OutfielderBlock","value_LastMan","value_Cross","value_LeftFoot","value_BigChance","value_RegularPlay","value_BoxCentre","value_LowRight","value_Head","value_IntentionalAssist","value_FirstTouch","value_Throughball","value_Volley","value_StandingSave","value_Yellow","value_MissLeft","value_GoalDisallowed","value_BoxRight","value_MissHigh","value_HighRight","value_HighClaim","value_MissRight","value_CornerTaken","value_FromCorner","value_HighLeft","value_FormationSlot","value_ParriedSafe","value_KeeperSaveObox","value_SixYardBlock","value_LowLeft","value_BigChanceCreated","value_IntentionalGoalAssist","value_OverRun","value_SetPiece","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
869,485,51,30,248,35.385,30.124,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,255167,41.16,45.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4333333333333,2722587803,54,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66.6","Back","39.2","16.2","1.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01262646,0.01269174,6.52799999999992e-05,"Monaco","Barcelona",5,"Thilo Kehrer","DC",TRUE,4.89254489796933,0,69.1513556961055,"T. Kehrer",869,59,"Monaco",869
870,485.5,51,32.5,248,41.16,45.288,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,262838,49.35,48.688,NA,NA,NA,NA,NA,486,NA,NA,NA,NA,53.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01269174,0.01429128,0.00159954,"Monaco","Barcelona",18,"Takumi Minamino","AMC",TRUE,0,7.27456411772072,22.5453128828368,"T. Minamino",870,59,"Monaco",870
871,486,51,35,248,49.35,48.688,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 37, 217, 218)",TRUE,262838,81.585,49.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5166666666667,2722587813,54,141,56,140,212,213,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72.6","Center","77.7","32.2","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,NA,NA,NA,"Monaco","Barcelona",18,"Takumi Minamino","AMC",TRUE,29.5478967149279,0,1.20847998586562,"T. Minamino",871,59,"Monaco",871
872,406,51,39,65,24.885,20.604,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,80774,30.555,43.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5833333333333,2722587839,54,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64.2","Back","29.1","23.7","1.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01001304,0.01110462,0.00109158,"Barcelona","Monaco",1,"Marc-Andre ter Stegen","GK",TRUE,6.15863835130861,0,76.1815166758559,"M. t. Stegen",872,60,"Barcelona",872
873,406.5,51,42,65,30.555,43.656,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,106885,40.74,51.408,NA,NA,NA,NA,NA,407,NA,NA,NA,NA,53.6333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01110462,0.01214719,0.00104257,"Barcelona","Monaco",5,"Inigo Martinez","DC",TRUE,0,8.49244363607957,37.2754629097861,"I. Martinez",873,60,"Barcelona",873
874,407,51,45,65,40.74,51.408,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,106885,41.37,39.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.6833333333333,2722587849,54,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57.8","Back","39.4","12.1","4.76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01214719,0.01262646,0.00047927,"Barcelona","Monaco",5,"Inigo Martinez","DC",TRUE,2.72548754767312,0,-87.0205057908334,"I. Martinez",874,60,"Barcelona",874
875,408,51,48,65,41.37,39.304,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,454343,18.795,43.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.7333333333333,2722587861,54,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64.6","Back","17.9","23.0","2.94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01262646,0.00977745,-0.00284901,"Barcelona","Monaco",17,"Marc Casado","DMC",TRUE,-22.9241276160873,0,168.424312277831,"M. Casado",875,60,"Barcelona",875
876,408.5,51,51,65,18.795,43.928,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,80774,25.515,41.548,NA,NA,NA,NA,NA,409,NA,NA,NA,NA,53.7833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01001304,0.01016549,0.000152449999999998,"Barcelona","Monaco",1,"Marc-Andre ter Stegen","GK",TRUE,0,6.9322277818449,-19.5024485066622,"M. t. Stegen",876,60,"Barcelona",876
877,409,51,54,65,25.515,41.548,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,80774,35.49,32.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.8333333333333,2722587873,54,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.3","Back","33.8","13.7","5.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01132376,0.01132376,0,"Barcelona","Monaco",1,"Marc-Andre ter Stegen","GK",TRUE,10.3083363402356,0,-43.2513925305571,"M. t. Stegen",877,60,"Barcelona",877
878,410,51,56,65,35.49,31.892,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,454343,32.865,12.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.8666666666667,2722587883,54,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.1","Back","31.3","19.1","4.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01262646,0.0105949,-0.00203156,"Barcelona","Monaco",17,"Marc Casado","DMC",TRUE,-5.59100773551903,0,-97.9055107398609,"M. Casado",878,60,"Barcelona",878
879,411,51,58,65,33.18,12.24,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,498386,36.54,21.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.9,2722587891,54,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31.5","Back","34.8","9.8","1.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.0105949,0.01269174,0.00209684,"Barcelona","Monaco",2,"Pau Cubarsi","DC",TRUE,5.43781837558379,0,69.8967137287847,"P. Cubarsi",879,60,"Barcelona",879
880,412,52,0,65,36.54,21.42,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,454343,46.095,34.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.9333333333333,2722587903,55,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50.3","Back","43.9","16.0","0.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01269174,0.01484598,0.00215424,"Barcelona","Monaco",17,"Marc Casado","DMC",TRUE,10.7008821071822,0,53.2248760537087,"M. Casado",880,60,"Barcelona",880
881,413,52,2,65,45.78,34.204,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,29400,33.18,46.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.9666666666667,2722587917,55,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69.1","Back","31.6","17.9","2.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01484598,0.01110462,-0.00374136,"Barcelona","Monaco",9,"Robert Lewandowski","FW",TRUE,-13.7645823113841,0,134.584689615804,"R. Lewandowski",881,60,"Barcelona",881
882,413.5,52,4,65,33.18,46.988,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,106885,35.07,50.592,NA,NA,NA,NA,NA,414,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01110462,0.0105949,-0.00050972,"Barcelona","Monaco",5,"Inigo Martinez","DC",TRUE,0,1.11352514872227,62.326705299882,"I. Martinez",882,60,"Barcelona",882
883,414,52,6,65,35.07,50.592,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,106885,38.64,41.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0333333333333,2722587937,55,141,56,140,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61.2","Back","36.8","9.7","5.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01269174,0.01262646,-6.52799999999992e-05,"Barcelona","Monaco",5,"Inigo Martinez","DC",TRUE,5.07580196729207,0,-68.3109350353842,"I. Martinez",883,60,"Barcelona",883
884,414.5,52,7.5,65,38.64,41.616,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,454343,43.26,40.324,NA,NA,NA,NA,NA,415,NA,NA,NA,NA,54.0583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-20 00:29:29",0,"Stade Louis-II","Allard Lindhout","2 : 1",248,65,0.01262646,0.01262646,0,"Barcelona","Monaco",17,"Marc Casado","DMC",TRUE,0,4.732569446608,-15.6238446787071,"M. Casado",884,60,"Barcelona",884
