"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Zone","type_value_Angle","type_value_PassEndY","type_value_PassEndX","type_value_Length","type_value_Longball","type_value_ThrowIn","type_value_Chipped","type_value_Cross","type_value_HeadPass","type_value_LayOff","type_value_Head","type_value_OppositeRelatedEvent","type_value_MissLeft","type_value_CornerTaken","type_value_Defensive","type_value_Offensive","type_value_GoalKick","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_LowLeft","type_value_LeftFoot","type_value_BoxCentre","type_value_GoalMouthY","type_value_RegularPlay","type_value_BlockedY","type_value_SixYardBlock","type_value_Volley","type_value_Assisted","type_value_Blocked","type_value_FirstTouch","type_value_GoalMouthZ","type_value_BlockedX","type_value_RelatedEventId","type_value_OutfielderBlock","type_value_ThrowinSetPiece","type_value_BoxLeft","type_value_RightFoot","type_value_LowRight","type_value_Foul","type_value_FreekickTaken","type_value_KeeperThrow","type_value_LastMan","type_value_DivingSave","type_value_Hands","type_value_ParriedDanger","type_value_KeeperSaveInTheBox","type_value_BoxRight","type_value_LowCentre","type_value_ParriedSafe","type_value_StandingSave","type_value_GoalDisallowed","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_LeadingToAttempt","type_value_IndividualPlay","type_value_MissHigh","type_value_OutOfBoxCentre","type_value_BlockedCross","type_value_MissRight","type_value_FromCorner","type_value_DirectFreekick","type_value_Throughball","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_KeeperSaveObox","type_value_HighCentre","type_value_Collected","type_value_Yellow","type_value_IntentionalGoalAssist","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_HighLeft","type_value_FastBreak","value_Zone","value_Angle","value_PassEndY","value_PassEndX","value_Length","value_Longball","value_ThrowIn","value_Chipped","value_Cross","value_HeadPass","value_LayOff","value_Head","value_OppositeRelatedEvent","value_MissLeft","value_CornerTaken","value_Defensive","value_Offensive","value_GoalKick","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_LowLeft","value_LeftFoot","value_BoxCentre","value_GoalMouthY","value_RegularPlay","value_BlockedY","value_SixYardBlock","value_Volley","value_Assisted","value_Blocked","value_FirstTouch","value_GoalMouthZ","value_BlockedX","value_RelatedEventId","value_OutfielderBlock","value_ThrowinSetPiece","value_BoxLeft","value_RightFoot","value_LowRight","value_Foul","value_FreekickTaken","value_KeeperThrow","value_LastMan","value_DivingSave","value_Hands","value_ParriedDanger","value_KeeperSaveInTheBox","value_BoxRight","value_LowCentre","value_ParriedSafe","value_StandingSave","value_GoalDisallowed","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_LeadingToAttempt","value_IndividualPlay","value_MissHigh","value_OutOfBoxCentre","value_BlockedCross","value_MissRight","value_FromCorner","value_DirectFreekick","value_Throughball","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_KeeperSaveObox","value_HighCentre","value_Collected","value_Yellow","value_IntentionalGoalAssist","value_InvolvedPlayers","value_TeamFormation","value_CaptainPlayerId","value_TeamPlayerFormation","value_HighLeft","value_FastBreak","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
714,423,37,20,345,69.825,63.58,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,444791,66.57,54.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3333333333333,2719000399,37,56,213,141,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","4.36","80.3","63.4","9.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",3,"Rico Lewis","DL",TRUE,2.3543698242573,0,-109.932350583176,"R. Lewis",714,24,"England",714
715,423.5,37,21.5,345,66.57,54.604,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,338497,66.15,47.396,NA,NA,NA,NA,NA,424,NA,NA,NA,NA,37.3583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",19,"Angel Gomes","DMC",TRUE,0,2.51021612408127,-93.3347736159521,"A. Gomes",715,24,"England",715
716,424,37,23,345,66.15,47.396,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,338497,61.635,19.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3833333333333,2719000459,37,56,213,141,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","4.55","28.6","58.7","28.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",19,"Angel Gomes","DMC",TRUE,-4.64677870265231,0,-99.176848830515,"A. Gomes",716,24,"England",716
717,425,37,27,345,64.05,19.38,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,301440,74.97,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.45,2719000489,37,56,213,141,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","6.07","25.0","71.4","11.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",14,"Ezri Konsa","DC",TRUE,8.97358652453809,0,-12.2952664229981,"E. Konsa",717,24,"England",717
718,426,37,29,345,74.97,17,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 37, 217, 218)",TRUE,318871,93.45,29.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4833333333333,2719000525,37,56,213,141,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","0.60","43.6","89.0","22.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",2,"Trent Alexander-Arnold","DR",TRUE,22.1652766240173,0,34.3883465551107,"T. Alexander-Arnold",718,24,"England",718
719,218,37,32,422,8.19,38.08,"FirstHalf","Interception","Successful",NA,NA,NA,"c(91, 101, 102, 56)",TRUE,443706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5333333333333,2719000543,37,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"Finland","England",5,"Arttu Hoskonen","DC",TRUE,0,0,NA,"A. Hoskonen",719,24,"England",719
720,219,37,34,422,3.57,49.776,"FirstHalf","CornerAwarded","Unsuccessful",NA,NA,NA,"122",FALSE,443706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5666666666667,2719000561,37,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"Finland","England",5,"Arttu Hoskonen","DC",TRUE,0,0,NA,"A. Hoskonen",720,24,"England",720
721,427,37,34,345,101.43,18.224,"FirstHalf","CornerAwarded","Successful",NA,NA,NA,"122",FALSE,318871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5666666666667,2719000555,37,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",2,"Trent Alexander-Arnold","DR",TRUE,0,0,NA,"T. Alexander-Arnold",721,24,"England",721
722,428,38,2,345,104.475,0.34,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 124, 126, 31, 33, 34, 35, 37, 217, 218)",TRUE,367185,98.91,32.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.0333333333333,2719000937,38,56,213,141,140,212,1,NA,155,2,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","1.74","47.9","94.2","32.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",7,"Bukayo Saka","AMR",TRUE,27.4089134294309,0,99.7958001126617,"B. Saka",722,24,"England",722
723,221,38,6,422,8.295,36.516,"FirstHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,443706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1,2719000935,38,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"Finland","England",5,"Arttu Hoskonen","DC",TRUE,0,0,NA,"A. Hoskonen",723,25,"Finland",723
724,429,38,6,345,96.705,31.484,"FirstHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,444791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1,2719000939,38,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",3,"Rico Lewis","DL",TRUE,0,0,NA,"R. Lewis",724,25,"Finland",724
725,222,38,21,422,9.66,34.068,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 124, 127, 132, 36, 38, 216, 218)",TRUE,64846,65.73,17.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.35,2719001125,38,56,213,141,140,212,1,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","5.99","25.6","62.6","58.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"Finland","England",1,"Lukas Hradecky","GK",TRUE,52.7087286563192,0,-16.5481896861228,"L. Hradecky",725,25,"Finland",725
726,222.5,38,22,422,65.73,17.408,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,439515,65.625,23.324,NA,NA,NA,NA,NA,223,NA,NA,NA,NA,38.3666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"Finland","England",14,"Topi Keskinen","FWL",TRUE,0,1.83463395334594,91.0168061638328,"T. Keskinen",726,25,"Finland",726
727,223,38,23,422,65.625,23.324,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 37, 216, 218)",TRUE,439515,66.78,24.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3833333333333,2719001145,38,56,213,141,140,212,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","0.57","35.4","63.6","1.4",NA,NA,NA,NA,NA,NA,NA,"430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"Finland","England",14,"Topi Keskinen","FWL",TRUE,1.30826354676693,0,32.9278626531641,"T. Keskinen",727,25,"Finland",727
728,430,38,23,345,35.07,46.92,"FirstHalf","BlockedPass","Successful",NA,NA,NA,"c(91, 60)",TRUE,301440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3833333333333,2719001157,38,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",14,"Ezri Konsa","DC",TRUE,0,0,NA,"E. Konsa",728,26,"England",728
729,235,38,24,422,73.605,21.624,"FirstHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,439515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,2719002393,38,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"Finland","England",14,"Topi Keskinen","FWL",TRUE,0,0,NA,"T. Keskinen",729,26,"England",729
730,432,38,28,345,38.955,48.552,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,444791,47.04,17.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4666666666667,2719001251,38,56,213,141,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","4.97","25.9","44.8","32.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-10 22:39:32",0,"Wembley Stadium","Morten Krogh","2 : 0",345,422,NA,NA,NA,"England","Finland",3,"Rico Lewis","DL",TRUE,7.39687101154831,0,-75.3553824812966,"R. Lewis",730,26,"England",730
