"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_PassEndY","type_value_Length","type_value_PassEndX","type_value_Zone","type_value_OppositeRelatedEvent","type_value_Foul","type_value_Offensive","type_value_Defensive","type_value_FreekickTaken","type_value_Chipped","type_value_ThrowIn","type_value_HeadPass","type_value_GoalKick","type_value_Longball","type_value_MissHigh","type_value_KeeperThrow","type_value_LayOff","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_Assisted","type_value_BlockedX","type_value_GoalMouthY","type_value_BlockedY","type_value_RelatedEventId","type_value_HighCentre","type_value_FirstTouch","type_value_FastBreak","type_value_BoxCentre","type_value_RightFoot","type_value_GoalMouthZ","type_value_Hands","type_value_ParriedSafe","type_value_KeeperSaveInTheBox","type_value_MissLeft","type_value_MissRight","type_value_Cross","type_value_CornerTaken","type_value_LeftFoot","type_value_Head","type_value_FromCorner","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_HighLeft","type_value_BigChance","type_value_SmallBoxCentre","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_StandingSave","type_value_Collected","type_value_KeeperSaveObox","type_value_Throughball","type_value_LowCentre","type_value_RegularPlay","type_value_ParriedDanger","type_value_DivingSave","type_value_Feet","type_value_LowRight","type_value_Yellow","type_value_Red","type_value_DirectFreekick","type_value_Blocked","type_value_Volley","type_value_OutfielderBlock","type_value_AerialFoul","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_BoxRight","type_value_LastMan","type_value_BoxLeft","type_value_LowLeft","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_SetPiece","type_value_OverRun","type_value_OneOnOne","type_value_BlockedCross","type_value_HighClaim","value_Angle","value_PassEndY","value_Length","value_PassEndX","value_Zone","value_OppositeRelatedEvent","value_Foul","value_Offensive","value_Defensive","value_FreekickTaken","value_Chipped","value_ThrowIn","value_HeadPass","value_GoalKick","value_Longball","value_MissHigh","value_KeeperThrow","value_LayOff","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_Assisted","value_BlockedX","value_GoalMouthY","value_BlockedY","value_RelatedEventId","value_HighCentre","value_FirstTouch","value_FastBreak","value_BoxCentre","value_RightFoot","value_GoalMouthZ","value_Hands","value_ParriedSafe","value_KeeperSaveInTheBox","value_MissLeft","value_MissRight","value_Cross","value_CornerTaken","value_LeftFoot","value_Head","value_FromCorner","value_BigChanceCreated","value_IntentionalGoalAssist","value_HighLeft","value_BigChance","value_SmallBoxCentre","value_IndividualPlay","value_OutOfBoxCentre","value_StandingSave","value_Collected","value_KeeperSaveObox","value_Throughball","value_LowCentre","value_RegularPlay","value_ParriedDanger","value_DivingSave","value_Feet","value_LowRight","value_Yellow","value_Red","value_DirectFreekick","value_Blocked","value_Volley","value_OutfielderBlock","value_AerialFoul","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_TeamPlayerFormation","value_CaptainPlayerId","value_TeamFormation","value_InvolvedPlayers","value_BoxRight","value_LastMan","value_BoxLeft","value_LowLeft","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_SetPiece","value_OverRun","value_OneOnOne","value_BlockedCross","value_HighClaim","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
866,455,45,15,423,55.86,50.252,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,302691,57.33,28.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.8,2718520483,53,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.78","41.8","21.9","54.6","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",8,"Remo Freuler","MC",TRUE,3.76276658591603,0,-86.1472506510691,"R. Freuler",866,40,"Switzerland",866
867,455.5,45,16.5,423,57.33,28.424,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,252419,58.905,22.576,NA,NA,NA,NA,NA,456,NA,NA,NA,NA,52.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",6,"Denis Zakaria","MC",TRUE,0,0.505462659065088,-74.9265929335691,"D. Zakaria",867,40,"Switzerland",867
868,456,45,18,423,58.905,22.576,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,252419,56.28,10.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.85,2718520497,53,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.50","15.5","12.3","53.6","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",6,"Denis Zakaria","MC",TRUE,-6.58457168125334,0,-102.303306439472,"D. Zakaria",868,40,"Switzerland",868
869,457,45,20,423,57.96,9.112,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,243580,65.94,4.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.8833333333333,2718520503,53,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.73","6.2","9.4","62.8","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",22,"Gregory Wuthrich","DC",TRUE,4.09821712295049,0,-31.5305241691117,"G. Wuthrich",869,40,"Switzerland",869
870,458,45,21,423,67.41,3.74,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,364228,60.165,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.9,2718520513,53,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.96","7.5","7.4","57.3","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",2,"Becir Omeragic","DMR",TRUE,-5.08581718301479,0,169.368408103286,"B. Omeragic",870,40,"Switzerland",870
871,459,45,23,423,57.645,6.188,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,243580,40.635,21.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.9333333333333,2718520563,53,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.42","30.9","22.6","38.7","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",22,"Gregory Wuthrich","DC",TRUE,-10.7441768415489,0,138.928261095375,"G. Wuthrich",871,40,"Switzerland",871
872,459.5,45,27.5,423,40.635,21.012,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,297390,59.325,24.684,NA,NA,NA,NA,NA,460,NA,NA,NA,NA,53.0083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",5,"Manuel Akanji","DC",TRUE,0,19.046950225458,11.1152542911444,"M. Akanji",872,40,"Switzerland",872
873,460,45,32,423,59.325,24.684,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,297390,59.115,18.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.0833333333333,2718520573,53,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.68","27.4","6.1","56.3","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",5,"Manuel Akanji","DC",TRUE,-1.77479283576935,0,-91.987324543369,"M. Akanji",873,40,"Switzerland",873
874,461,45,33,423,59.535,17.612,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,252419,58.065,21.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.1,2718520587,53,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.92","31.9","4.3","55.3","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",6,"Denis Zakaria","MC",TRUE,-0.193580302522648,0,109.813793245496,"D. Zakaria",874,40,"Switzerland",874
875,462,45,36,423,57.96,21.556,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,297390,60.27,14.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.15,2718520597,53,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.02","21.0","7.6","57.4","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",5,"Manuel Akanji","DC",TRUE,-0.225918255975898,0,-72.3862866607999,"M. Akanji",875,40,"Switzerland",875
876,463,45,38,423,60.27,14.28,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,252419,44.1,14.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.1833333333333,2718520605,53,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.16","20.6","16.2","42.0","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",6,"Denis Zakaria","MC",TRUE,-15.2134445766709,0,-179.036302883353,"D. Zakaria",876,40,"Switzerland",876
877,464,45,40,423,44.1,14.008,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,243580,59.325,4.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.2166666666667,2718520615,53,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.74","7.1","17.8","56.5","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",22,"Gregory Wuthrich","DC",TRUE,9.90146013168103,0,-31.0881141276655,"G. Wuthrich",877,40,"Switzerland",877
878,465,45,42,423,59.325,4.828,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,364228,43.26,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.25,2718520635,53,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.64","20.0","18.3","41.2","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",2,"Becir Omeragic","DMR",TRUE,-10.826933258084,0,151.364058556968,"B. Omeragic",878,40,"Switzerland",878
879,465.5,45,44.5,423,43.26,13.6,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,243580,47.04,13.26,NA,NA,NA,NA,NA,466,NA,NA,NA,NA,53.2916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",22,"Gregory Wuthrich","DC",TRUE,0,3.4639878818498,-5.13975737899061,"G. Wuthrich",879,40,"Switzerland",879
880,466,45,47,423,47.04,13.26,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,243580,46.2,27.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3333333333333,2718520669,53,213,141,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.63","40.2","14.1","44.0","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",22,"Gregory Wuthrich","DC",TRUE,2.38256780423126,0,93.4151352932535,"G. Wuthrich",880,40,"Switzerland",880
881,466.5,45,50,423,46.2,27.336,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,297390,49.35,29.308,NA,NA,NA,NA,NA,467,NA,NA,NA,NA,53.3833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-09-09 01:10:29",26265,"Stade de Genève","Irfan Peljto","1 : 4",423,338,NA,NA,NA,"Switzerland","Spain",5,"Manuel Akanji","DC",TRUE,0,3.32897454417315,32.0478729398078,"M. Akanji",881,40,"Switzerland",881
