"eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","typeId","name","assist","type_value_Involved","type_value_Team player formation","type_value_Jersey number","type_value_Captain","type_value_Team formation","type_value_Player position","type_value_Team kit","type_value_Resume","type_value_Direction of Play","type_value_Zone","type_value_Angle","type_value_Pass End Y","type_value_Kick Off","type_value_Pass End X","type_value_Length","type_value_Launch","type_value_Long ball","type_value_Goal Kick","type_value_Chipped","type_value_Not visible","type_value_High","type_value_Head","type_value_Out of play","type_value_Throw-in","type_value_Blocked
Pass","type_value_Offensive","type_value_Opposite related event ID","type_value_Defensive","type_value_None","type_value_Head pass","type_value_Flick-on","type_value_Low","type_value_Switch of play","type_value_Cross","type_value_In-swinger","type_value_Right footed","type_value_Out-swinger","type_value_Left footed","type_value_Assist","type_value_Out of box-centre","type_value_Individual Play","type_value_Low centre","type_value_Swerve Left","type_value_Related event ID","type_value_Regular play","type_value_Goal mouth y coordinate","type_value_Assisted","type_value_Blocked y co-ordinate","type_value_Goal mouth z coordinate","type_value_Blocked x co-ordinate","type_value_Standing","type_value_Collected","type_value_Hands","type_value_GK Start","type_value_Left","type_value_Right","type_value_Corner taken","type_value_Low right","type_value_Parried safe","type_value_Diving","type_value_Intentional
assist","type_value_From corner","type_value_Box-centre","type_value_First Touch","type_value_High left","type_value_GK Y Coordinate","type_value_GK X blocked","type_value_Foul","type_value_Direct","type_value_Shirt Pull/Holding","type_value_Free kick taken","type_value_Set piece","type_value_Small box- centre","type_value_Shove/push","type_value_Pull Back","type_value_Hand","type_value_Through ball","type_value_Volley","type_value_Big Chance","type_value_Feet","type_value_Strong","type_value_Swerve Moving","type_value_Keeper Throw","type_value_Attempted Tackle","type_value_Swerve Right","type_value_Low left","type_value_Blocked","type_value_Def block","type_value_Box-right","type_value_Weak","type_value_1 on 1","type_value_Lay-off","type_value_High Right","type_value_Yellow Card","type_value_Gk kick from hands","type_value_End type","type_value_Tactical","type_value_Position Side ID","type_value_Detailed Position ID","type_value_Formation slot","type_value_Free kick","type_value_Reaching","type_value_Overhit Cross","type_value_Close left","type_value_Overrun","type_value_Box-left","type_value_Fast Break","type_value_Players caught offside","type_value_Indirect","type_value_Small box-right","type_value_Six yard blocked","type_value_High centre","type_value_Other body part","type_value_Time wasting","type_value_Blocked cross","type_value_Throw-in set
piece","type_value_Game end","value_Involved","value_Team player formation","value_Jersey number.x","value_Captain","value_Team formation","value_Player position","value_Team kit","value_Resume","value_Direction of Play","value_Zone","value_Angle","value_Pass End Y","value_Kick Off","value_Pass End X","value_Length","value_Launch","value_Long ball","value_Goal Kick","value_Chipped","value_Not visible","value_High","value_Head","value_Out of play","value_Throw-in","value_Blocked
Pass","value_Offensive","value_Opposite related event ID","value_Defensive","value_None","value_Head pass","value_Flick-on","value_Low","value_Switch of play","value_Cross","value_In-swinger","value_Right footed","value_Out-swinger","value_Left footed","value_Assist","value_Out of box-centre","value_Individual Play","value_Low centre","value_Swerve Left","value_Related event ID","value_Regular play","value_Goal mouth y coordinate","value_Assisted","value_Blocked y co-ordinate","value_Goal mouth z coordinate","value_Blocked x co-ordinate","value_Standing","value_Collected","value_Hands","value_GK Start","value_Left","value_Right","value_Corner taken","value_Low right","value_Parried safe","value_Diving","value_Intentional
assist","value_From corner","value_Box-centre","value_First Touch","value_High left","value_GK Y Coordinate","value_GK X blocked","value_Foul","value_Direct","value_Shirt Pull/Holding","value_Free kick taken","value_Set piece","value_Small box- centre","value_Shove/push","value_Pull Back","value_Hand","value_Through ball","value_Volley","value_Big Chance","value_Feet","value_Strong","value_Swerve Moving","value_Keeper Throw","value_Attempted Tackle","value_Swerve Right","value_Low left","value_Blocked","value_Def block","value_Box-right","value_Weak","value_1 on 1","value_Lay-off","value_High Right","value_Yellow Card","value_Gk kick from hands","value_End type","value_Tactical","value_Position Side ID","value_Detailed Position ID","value_Formation slot","value_Free kick","value_Reaching","value_Overhit Cross","value_Close left","value_Overrun","value_Box-left","value_Fast Break","value_Players caught offside","value_Indirect","value_Small box-right","value_Six yard blocked","value_High centre","value_Other body part","value_Time wasting","value_Blocked cross","value_Throw-in set
piece","value_Game end","teamName","h_a","ft","timeStamp","venueName","competition","season","index","start_zone_value_xT","end_zone_value_xT","xT","oppositionTeamName","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number","formation_position","formation_name","value_Jersey number.y"
502,55,12,"4grc9qgcvusllap8h5j6gc5h5",26.355,33.932,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"49230s4p4daocrftccqqbeqjt",27.195,12.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2833333333333,2738299497,1,"Adrian de la Fuente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,213,141,NA,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","4.75","18.8",NA,"25.9","21.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1141,0.01132376,0.0105949,-0.00072886,"RC Deportivo de La Coruña",-2.0007186673047,0,-87.7254034315979,"A. d. la Fuente",1141,66,"Levante UD",1141,"LCD","4231",4
502.5,55,14.5,"4grc9qgcvusllap8h5j6gc5h5",27.195,12.784,"SecondHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"4ig4kv8c1xew1jlsy1k2iga21",31.29,5.848,NA,NA,NA,NA,NA,503,NA,NA,NA,NA,57.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1142,0.0105949,0.00977659,-0.000818310000000001,"RC Deportivo de La Coruña",0,1.7426479740388,-59.4424858794244,NA,1142,66,"Levante UD",1142,"RCD","4231",5
503,55,17,"4grc9qgcvusllap8h5j6gc5h5",31.29,5.848,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"4ig4kv8c1xew1jlsy1k2iga21",49.245,5.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.3666666666667,2738299515,1,"Unai Elgezabal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,213,141,NA,140,212,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","6.26","8.0",NA,"46.9","18.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1143,NA,NA,NA,"RC Deportivo de La Coruña",16.2589174003744,0,-1.3017352114837,"U. Elgezabal",1143,66,"Levante UD",1143,"RCD","4231",5
516,55,18,"1r541mega6d838hi0p44sv0h2",55.23,65.28,"SecondHalf","Interception","Successful",NA,NA,NA,NA,NA,"4vdmmwetnlmvrc4erlhjbcvoq",55.23,65.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.3833333333333,2738299529,8,"Rafael Obrador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC Deportivo de La Coruña","away","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1144,NA,NA,NA,"Levante UD",0,0,0,"R. Obrador",1144,67,"RC Deportivo de La Coruña",1144,"LB","433",33
516.5,55,18.5,"1r541mega6d838hi0p44sv0h2",55.23,65.28,"SecondHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"n736qnsw4gwdhn8juse4pc7o",59.325,66.504,NA,NA,NA,NA,NA,517,NA,NA,NA,NA,57.3916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC Deportivo de La Coruña","away","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1145,0.01473596,0.01473596,0,"Levante UD",0,2.72349807270002,16.6414631124834,NA,1145,67,"RC Deportivo de La Coruña",1145,"LW","433",10
517,55,19,"1r541mega6d838hi0p44sv0h2",59.325,66.504,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"n736qnsw4gwdhn8juse4pc7o",56.7,65.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4,2738299561,1,"Yeremay Hernandez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,213,141,NA,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","3.44","96.6",NA,"54.0","2.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC Deportivo de La Coruña","away","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1146,0.01473596,0.01473596,0,"Levante UD",-1.707010874282,0,-162.731769761127,"Y. Hernandez",1146,67,"RC Deportivo de La Coruña",1146,"LW","433",10
518,55,20,"1r541mega6d838hi0p44sv0h2",57.855,64.804,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"4vdmmwetnlmvrc4erlhjbcvoq",69.93,63.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4166666666667,2738299571,1,"Rafael Obrador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,213,141,NA,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","6.20","93.9",NA,"66.6","12.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC Deportivo de La Coruña","away","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1147,NA,NA,NA,"Levante UD",10.2615808286624,0,-4.50790776339123,"R. Obrador",1147,67,"RC Deportivo de La Coruña",1147,"LB","433",33
504,55,22,"4grc9qgcvusllap8h5j6gc5h5",41.265,5.168,"SecondHalf","Interception","Successful",NA,NA,NA,NA,NA,"4ig4kv8c1xew1jlsy1k2iga21",41.265,5.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.45,2738299595,8,"Unai Elgezabal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1148,NA,NA,NA,"RC Deportivo de La Coruña",0,0,0,"U. Elgezabal",1148,68,"Levante UD",1148,"RCD","4231",5
504.5,55,23.5,"4grc9qgcvusllap8h5j6gc5h5",41.265,5.168,"SecondHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"e98i1kwb733b830mk2wqdlene",47.145,19.312,NA,NA,NA,NA,NA,506,NA,NA,NA,NA,57.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1149,0.01126267,0.01429128,0.00302861,"RC Deportivo de La Coruña",0,10.2627334172747,67.426172388493,NA,1149,68,"Levante UD",1149,"AMF","4231",23
506,55,25,"4grc9qgcvusllap8h5j6gc5h5",47.145,19.312,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"e98i1kwb733b830mk2wqdlene",43.575,28.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.5,2738299649,1,"Pablo Martinez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,213,141,NA,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","1.96","41.3",NA,"41.5","9.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1150,0.01429128,0.01484598,0.0005547,"RC Deportivo de La Coruña",-2.01888090339788,0,112.145180038223,"P. Martinez",1150,68,"Levante UD",1150,"AMF","4231",23
507,55,26,"4grc9qgcvusllap8h5j6gc5h5",43.155,29.24,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"6disrpsqjrkg0ye06a5y6box5",58.695,44.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.5166666666667,2738299709,1,"G. Kochorashvili",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,213,141,NA,140,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","0.77","65.3",NA,"55.9","21.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","home","2 : 1","2024-10-24","Estadio Ciudad de Valencia","LALIGA HYPERMOTION","2024/2025",1151,0.01484598,0.01685596,0.00200998,"RC Deportivo de La Coruña",14.5684932696522,0,44.2983931639283,"G. Kochorashvili",1151,68,"Levante UD",1151,"CMF","4231",6
