"eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","typeId","name","type_value_Team player formation","type_value_Resume","type_value_Team formation","type_value_Involved","type_value_Captain","type_value_Team kit","type_value_Jersey number","type_value_Player position","type_value_Direction of Play","type_value_Zone","type_value_Pass End X","type_value_Pass End Y","type_value_Angle","type_value_Length","type_value_Kick Off","type_value_Direct","type_value_Shirt Pull/Holding","type_value_Offensive","type_value_Opposite related event ID","type_value_Foul","type_value_Related event ID","type_value_Defensive","type_value_Yellow Card","type_value_Long ball","type_value_Chipped","type_value_Cross","type_value_Free kick taken","type_value_Intentional
assist","type_value_Assist","type_value_Head","type_value_Box-centre","type_value_First Touch","type_value_Assisted","type_value_Goal mouth z coordinate","type_value_Blocked x co-ordinate","type_value_Goal mouth y coordinate","type_value_Blocked y co-ordinate","type_value_Big Chance","type_value_Low centre","type_value_Set piece","type_value_Hands","type_value_Collected","type_value_Stooping","type_value_None","type_value_Gk kick from hands","type_value_Head pass","type_value_Launch","type_value_GK X blocked","type_value_Regular play","type_value_Box-right","type_value_GK Y Coordinate","type_value_Close left","type_value_Right footed","type_value_Swerve Left","type_value_High","type_value_Goal Kick","type_value_Lay-off","type_value_Not visible","type_value_Throw-in","type_value_Attempted Tackle","type_value_Switch of play","type_value_Individual Play","type_value_Volley","type_value_Low","type_value_Flick-on","type_value_Blocked
Pass","type_value_Left","type_value_Right","type_value_Corner taken","type_value_Through ball","type_value_Last line","type_value_Pull Back","type_value_Out of play","type_value_Overrun","type_value_Out of box-centre","type_value_Blocked","type_value_Def block","type_value_Close right","type_value_Blocked cross","type_value_High left","type_value_Left footed","type_value_In-swinger","type_value_Strong","type_value_High centre","type_value_Parried danger","type_value_Standing","type_value_Not past goal line","type_value_Swerve Right","type_value_Out on
sideline","type_value_Keeper Throw","type_value_End type","type_value_Players caught offside","type_value_Indirect","type_value_Unchallenged","type_value_Saved off line","type_value_Six yard blocked","type_value_Small box-left","type_value_Low right","type_value_Diving","type_value_Parried safe","type_value_From corner","type_value_Follows shot rebound","type_value_Tactical","type_value_Formation slot","type_value_Detailed Position ID","type_value_Position Side ID","type_value_Overhit Cross","type_value_Out-swinger","type_value_Aerial Foul","type_value_Low left","type_value_Shove/push","type_value_Captain change","type_value_Game end","value_Team player formation","value_Resume","value_Team formation","value_Involved","value_Captain","value_Team kit","value_Jersey number.x","value_Player position","value_Direction of Play","value_Zone","value_Pass End X","value_Pass End Y","value_Angle","value_Length","value_Kick Off","value_Direct","value_Shirt Pull/Holding","value_Offensive","value_Opposite related event ID","value_Foul","value_Related event ID","value_Defensive","value_Yellow Card","value_Long ball","value_Chipped","value_Cross","value_Free kick taken","value_Intentional
assist","value_Assist","value_Head","value_Box-centre","value_First Touch","value_Assisted","value_Goal mouth z coordinate","value_Blocked x co-ordinate","value_Goal mouth y coordinate","value_Blocked y co-ordinate","value_Big Chance","value_Low centre","value_Set piece","value_Hands","value_Collected","value_Stooping","value_None","value_Gk kick from hands","value_Head pass","value_Launch","value_GK X blocked","value_Regular play","value_Box-right","value_GK Y Coordinate","value_Close left","value_Right footed","value_Swerve Left","value_High","value_Goal Kick","value_Lay-off","value_Not visible","value_Throw-in","value_Attempted Tackle","value_Switch of play","value_Individual Play","value_Volley","value_Low","value_Flick-on","value_Blocked
Pass","value_Left","value_Right","value_Corner taken","value_Through ball","value_Last line","value_Pull Back","value_Out of play","value_Overrun","value_Out of box-centre","value_Blocked","value_Def block","value_Close right","value_Blocked cross","value_High left","value_Left footed","value_In-swinger","value_Strong","value_High centre","value_Parried danger","value_Standing","value_Not past goal line","value_Swerve Right","value_Out on
sideline","value_Keeper Throw","value_End type","value_Players caught offside","value_Indirect","value_Unchallenged","value_Saved off line","value_Six yard blocked","value_Small box-left","value_Low right","value_Diving","value_Parried safe","value_From corner","value_Follows shot rebound","value_Tactical","value_Formation slot","value_Detailed Position ID","value_Position Side ID","value_Overhit Cross","value_Out-swinger","value_Aerial Foul","value_Low left","value_Shove/push","value_Captain change","value_Game end","teamName","h_a","ft","timeStamp","venueName","competition","season","index","start_zone_value_xT","end_zone_value_xT","xT","oppositionTeamName","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number","formation_position","formation_name","value_Jersey number.y"
367,40,2,"4grc9qgcvusllap8h5j6gc5h5",67.935,21.284,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"9y7202khwzb48ea7im646m11x",76.86,21.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0333333333333,2760215519,1,"Jose Luis Morales",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,140,141,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","73.2","31.6","0.02","8.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",818,0.01935132,0.0241224,0.00477108,"Albacete Balompié",8.38933347424794,0,1.30938981941056,"J. L. Morales",818,50,"Levante UD",818,"ST","433",11
368,40,3,"4grc9qgcvusllap8h5j6gc5h5",76.86,21.488,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"6disrpsqjrkg0ye06a5y6box5",70.245,18.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.05,2760215525,1,"G. Kochorashvili",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,140,141,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","66.9","26.9","3.59","7.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",819,0.0241224,0.0241224,0,"Albacete Balompié",-7.34362919491479,0,-154.212750719277,"G. Kochorashvili",819,50,"Levante UD",819,"RMF","433",6
369,40,5,"4grc9qgcvusllap8h5j6gc5h5",71.085,19.856,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"6gtfe9aysdrcht4v2rluu0ley",72.24,24.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0833333333333,2760215529,1,"Carlos Alvarez",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,140,141,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","68.8","36.5","1.34","5.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",820,0.0241224,0.0241224,0,"Albacete Balompié",2.7242510223216,0,76.9017407945437,"C. Alvarez",820,50,"Levante UD",820,"RW","433",24
370,40,6,"4grc9qgcvusllap8h5j6gc5h5",73.08,27.404,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"6disrpsqjrkg0ye06a5y6box5",72.24,36.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1,2760215533,1,"G. Kochorashvili",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,140,141,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","68.8","54.3","1.66","9.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",821,0.02385149,0.02385149,0,"Albacete Balompié",-0.295852098725206,0,95.0424510691709,"G. Kochorashvili",821,50,"Levante UD",821,"RMF","433",6
370.5,40,7,"4grc9qgcvusllap8h5j6gc5h5",72.24,36.924,"FirstHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"a91clevckra05nq55e1ztezmd",72.66,41.82,NA,NA,NA,NA,NA,371,NA,NA,NA,NA,40.1166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",822,0.02385149,0.0241224,0.000270909999999999,"Albacete Balompié",0,-0.381798067909287,85.0969245236593,NA,822,50,"Levante UD",822,"CMF","433",20
371,40,8,"4grc9qgcvusllap8h5j6gc5h5",72.66,41.82,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"a91clevckra05nq55e1ztezmd",76.335,63.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1333333333333,2760215537,1,"Oriol Rey",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,140,141,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","72.7","93.0","1.40","21.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",823,0.02385149,0.02122129,-0.0026302,"Albacete Balompié",-7.67500653234792,0,80.2646261044951,"O. Rey",823,50,"Levante UD",823,"CMF","433",20
372,40,10,"4grc9qgcvusllap8h5j6gc5h5",76.335,63.24,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"bqb9wziyiw0rngildx44uhxbd",95.13,54.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1666666666667,2760215541,1,"Diego Pampin",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,140,141,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","90.6","80.1","5.85","20.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",824,0.02122129,0.04647721,0.02525592,"Albacete Balompié",18.2235704551853,0,-25.0193967233608,"D. Pampin",824,50,"Levante UD",824,"LB","433",16
373,40,14,"4grc9qgcvusllap8h5j6gc5h5",96.6,54.604,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"6disrpsqjrkg0ye06a5y6box5",88.2,2.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2333333333333,2760215563,1,"G. Kochorashvili",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,140,141,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,155,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right","84.0","3.4","4.55","53.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",825,0.04647721,0.03485072,-0.01162649,"Albacete Balompié",-13.6154899907471,0,-99.125827731798,"G. Kochorashvili",825,50,"Levante UD",825,"RMF","433",6
373.5,40,18,"4grc9qgcvusllap8h5j6gc5h5",88.2,2.312,"FirstHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"awifojlj7tvikhdfqftwhco44",101.85,8.84,NA,NA,NA,NA,NA,374,NA,NA,NA,NA,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",826,0.03485072,0.04647721,0.01162649,"Albacete Balompié",0,10.5095701907824,25.5590740051414,NA,826,50,"Levante UD",826,"RB","433",2
374,40,22,"4grc9qgcvusllap8h5j6gc5h5",101.85,8.84,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"awifojlj7tvikhdfqftwhco44",102.27,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3666666666667,2760215565,1,"Andres Garcia",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,140,141,213,212,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,155,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","97.4","47.5","1.55","23.5",NA,NA,NA,NA,"405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",827,NA,NA,NA,"Albacete Balompié",22.1403833423598,0,88.9743539240348,"A. Garcia",827,50,"Levante UD",827,"RB","433",2
405,40,25,"13zq8jfp5uydowd3ibknxaffj",1.89,33.728,"FirstHalf","Punch","Unsuccessful",NA,NA,NA,NA,NA,"1jks621dhrz9x35ul3y0hei8l",19.32,36.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4166666666667,2760215571,41,"Raul Lizoain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,141,213,212,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.4","53.3","0.14","17.6",NA,NA,NA,NA,"374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albacete Balompié","home","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",828,NA,NA,NA,"Levante UD",0,0,8.21384249233119,"R. Lizoain",828,51,"Albacete Balompié",828,"GK","442",13
375,40,27,"4grc9qgcvusllap8h5j6gc5h5",85.575,31.416,"FirstHalf","MissedShots","Successful",NA,NA,NA,NA,NA,"bqb9wziyiw0rngildx44uhxbd",85.575,31.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.45,2760215575,13,"Diego Pampin",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,NA,103,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,22,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.8",NA,"39.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.9",NA,NA,"49.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 0","2024-12-17","Estadio Carlos Belmonte","LALIGA HYPERMOTION","2024/2025",829,NA,NA,NA,"Albacete Balompié",0,0,0,"D. Pampin",829,51,"Albacete Balompié",829,"LB","433",16
