"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","qualifiers","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
509,287,29,32,332,42.42,9.18,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,404203,56.07,19.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5333333333333,2718135675,29,"list(type = list(value = c(56, 141, 213, 212, 140), displayName = c(""Zone"", ""PassEndY"", ""Angle"", ""Length"", ""PassEndX"")), value = c(""Center"", ""28.8"", ""0.65"", ""17.2"", ""53.4""))",0.01214719,0.01685596,0.00470877,"Czechia","Georgia",2,"David Zima","DC",TRUE,16.3128063819229,0,37.3145699878047,"D. Zima",509,27,"Czechia",509
510,288,29,33,332,56.07,19.584,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,369861,43.785,10.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.55,2718135677,29,"list(type = list(value = c(213, 140, 212, 56, 141), displayName = c(""Angle"", ""PassEndX"", ""Length"", ""Zone"", ""PassEndY"")), value = c(""3.79"", ""41.7"", ""15.4"", ""Back"", ""15.2""))",0.01685596,0.01214719,-0.00470877,"Czechia","Georgia",21,"Alex Kral","MC",TRUE,-14.6202581405249,0,-143.028006814311,"A. Kral",510,27,"Czechia",510
511,289,29,35,332,43.785,10.336,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,404203,35.91,32.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5833333333333,2718135699,29,"list(type = list(value = c(141, 213, 56, 212, 140), displayName = c(""PassEndY"", ""Angle"", ""Zone"", ""Length"", ""PassEndX"")), value = c(""47.6"", ""1.91"", ""Back"", ""23.4"", ""34.2""))",0.0138454,0.01132376,-0.00252164,"Czechia","Georgia",2,"David Zima","DC",TRUE,-3.47954492630205,0,109.668649472247,"D. Zima",511,27,"Czechia",511
512,289.5,29,37,332,35.91,32.368,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,428031,47.145,36.04,NA,NA,NA,NA,NA,290,NA,NA,NA,NA,29.6166666666667,NA,NA,"NULL",0.01262646,0.01484598,0.00221952,"Czechia","Georgia",4,"Robin Hranac","DC",TRUE,0,11.2183177402745,18.0992441883577,"R. Hranac",512,27,"Czechia",512
513,290,29,39,332,47.145,36.04,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,428031,47.67,55.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.65,2718135717,29,"list(type = list(value = c(141, 213, 56, 212, 140), displayName = c(""PassEndY"", ""Angle"", ""Zone"", ""Length"", ""PassEndX"")), value = c(""80.9"", ""1.54"", ""Back"", ""19.0"", ""45.4""))",0.01484598,0.0138454,-0.00100058,"Czechia","Georgia",4,"Robin Hranac","DC",TRUE,-3.16830385825396,0,88.4148951253057,"R. Hranac",513,27,"Czechia",513
514,290.5,29,40.5,332,47.67,55.012,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,404245,54.6,58.004,NA,NA,NA,NA,NA,291,NA,NA,NA,NA,29.675,NA,NA,"NULL",0.0138454,0.01611813,0.00227273,"Czechia","Georgia",7,"Ladislav Krejci","DC",TRUE,0,5.23496253329726,23.3520805623119,"L. Krejci",514,27,"Czechia",514
515,291,29,42,332,54.6,58.004,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,404245,64.575,64.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7,2718135731,29,"list(type = list(value = c(140, 212, 56, 141, 213), displayName = c(""PassEndX"", ""Length"", ""Zone"", ""PassEndY"", ""Angle"")), value = c(""61.5"", ""12.1"", ""Left"", ""95.4"", ""0.60""))",0.01611813,0.0174506,0.00133247,"Czechia","Georgia",7,"Ladislav Krejci","DC",TRUE,4.9591702634582,0,34.5482392963966,"L. Krejci",515,27,"Czechia",515
516,291.5,29,43,332,64.575,64.872,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,363731,64.155,61.744,NA,NA,NA,NA,NA,292,NA,NA,NA,NA,29.7166666666667,NA,NA,"NULL",0.0174506,0.0174506,0,"Czechia","Georgia",8,"Jaroslav Zeleny","Sub",NA,0,1.48857697112415,-97.6474284101606,"J. Zeleny",516,27,"Czechia",516
517,292,29,44,332,64.155,61.744,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,363731,61.845,53.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7333333333333,2718135741,29,"list(type = list(value = c(56, 213, 212, 141, 140), displayName = c(""Zone"", ""Angle"", ""Length"", ""PassEndY"", ""PassEndX"")), value = c(""Center"", ""4.44"", ""8.7"", ""78.5"", ""58.9""))",0.0174506,0.01870347,0.00125287,"Czechia","Georgia",8,"Jaroslav Zeleny","Sub",NA,2.06969480438008,0,-105.439281833415,"J. Zeleny",517,27,"Czechia",517
518,292.5,29,45.5,332,61.845,53.38,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,143595,57.855,48.756,NA,NA,NA,NA,NA,293,NA,NA,NA,NA,29.7583333333333,NA,NA,"NULL",0.01870347,0.01685596,-0.00184751,"Czechia","Georgia",22,"Tomas Soucek","MC",TRUE,0,-2.09345543057482,-130.790556849811,"T. Soucek",518,27,"Czechia",518
519,293,29,47,332,57.855,48.756,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 127, 35, 38, 216, 218)",TRUE,143595,49.56,11.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7833333333333,2718135797,29,"list(type = list(value = c(141, 1, 56, 140, 212, 213), displayName = c(""PassEndY"", ""Longball"", ""Zone"", ""PassEndX"", ""Length"", ""Angle"")), value = c(""17.1"", NA, ""Back"", ""47.2"", ""38.0"", ""4.49""))",0.01685596,0.0138454,-0.00301056,"Czechia","Georgia",22,"Tomas Soucek","MC",TRUE,-10.3834676089722,0,-102.593986690181,"T. Soucek",519,27,"Czechia",519
520,293.5,29,50.5,332,49.56,11.628,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,404203,60.48,18.836,NA,NA,NA,NA,NA,294,NA,NA,NA,NA,29.8416666666667,NA,NA,"NULL",0.0138454,0.01685596,0.00301056,"Czechia","Georgia",2,"David Zima","DC",TRUE,0,12.752114233338,33.4277349438411,"D. Zima",520,27,"Czechia",520
521,294,29,54,332,60.48,18.836,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 127, 35, 37, 215, 218)",TRUE,404203,29.925,41.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,2718135815,29,"list(type = list(value = c(1, 212, 56, 213, 141, 140), displayName = c(""Longball"", ""Length"", ""Zone"", ""Angle"", ""PassEndY"", ""PassEndX"")), value = c(NA, ""38.3"", ""Back"", ""2.49"", ""61.7"", ""28.5""))",0.01935132,0.01132376,-0.00802756,"Czechia","Georgia",2,"David Zima","DC",TRUE,-28.4637249837798,0,142.886361991829,"D. Zima",521,27,"Czechia",521
522,295,29,57,332,29.925,41.956,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,428031,9.03,30.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.95,2718135867,29,"list(type = list(value = c(141, 213, 140, 56, 212), displayName = c(""PassEndY"", ""Angle"", ""PassEndX"", ""Zone"", ""Length"")), value = c(""45.1"", ""3.64"", ""8.6"", ""Back"", ""23.7""))",0.01132376,0.00941056,-0.0019132,"Czechia","Georgia",4,"Robin Hranac","DC",TRUE,-20.53243705815,0,-151.620976493945,"R. Hranac",522,27,"Czechia",522
523,295.5,30,0.5,332,9.03,30.668,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,388668,13.02,24.344,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,30.0083333333333,NA,NA,"NULL",0.00941056,0.00977745,0.00036689,"Czechia","Georgia",1,"Matej Kovar","GK",TRUE,0,3.54237325553552,-57.7509515963048,"M. Kovar",523,27,"Czechia",523
524,296,30,4,332,13.02,24.344,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 127, 36, 38, 216, 218)",TRUE,388668,56.49,14.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0666666666667,2718135899,30,"list(type = list(value = c(1, 141, 213, 56, 140, 212), displayName = c(""Longball"", ""PassEndY"", ""Angle"", ""Zone"", ""PassEndX"", ""Length"")), value = c(NA, ""21.9"", ""6.07"", ""Center"", ""53.8"", ""44.5""))",0.00977745,0.01611813,0.00634068,"Czechia","Georgia",1,"Matej Kovar","GK",TRUE,40.347789816906,0,-12.2672908526844,"M. Kovar",524,27,"Czechia",524
525,296.5,30,6,332,56.49,14.892,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,243565,63.315,19.584,NA,NA,NA,NA,NA,297,NA,NA,NA,NA,30.1,NA,NA,"NULL",0.01611813,0.01935132,0.00323319,"Czechia","Georgia",10,"Patrik Schick","FW",TRUE,0,8.03028948176588,34.5074541163248,"P. Schick",525,27,"Czechia",525
526,297,30,8,332,63.315,19.584,"FirstHalf","Aerial","Successful",NA,NA,NA,"c(197, 199)",FALSE,243565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1333333333333,2718135907,30,"list(type = list(value = c(286, 56, 233), displayName = c(""Offensive"", ""Zone"", ""OppositeRelatedEvent"")), value = c(NA, ""Center"", ""218""))",NA,NA,NA,"Czechia","Georgia",10,"Patrik Schick","FW",TRUE,0,0,NA,"P. Schick",526,27,"Czechia",526
527,218,30,8,413,41.685,48.416,"FirstHalf","Aerial","Unsuccessful",NA,NA,NA,"c(198, 200)",FALSE,247643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1333333333333,2718135925,30,"list(type = list(value = c(233, 285, 56), displayName = c(""OppositeRelatedEvent"", ""Defensive"", ""Zone"")), value = c(""297"", NA, ""Back""))",NA,NA,NA,"Georgia","Czechia",3,"Lasha Dvali","DC",TRUE,0,0,NA,"L. Dvali",527,27,"Czechia",527
528,298,30,8,332,56.49,14.892,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 139, 35, 38, 216, 218)",TRUE,243565,43.575,7.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1333333333333,2718135911,30,"list(type = list(value = c(213, 141, 212, 3, 140, 56, 156), displayName = c(""Angle"", ""PassEndY"", ""Length"", ""HeadPass"", ""PassEndX"", ""Zone"", ""LayOff"")), value = c(""3.69"", ""10.3"", ""15.1"", NA, ""41.5"", ""Back"", NA))",0.01611813,0.01126267,-0.00485546,"Czechia","Georgia",10,"Patrik Schick","FW",TRUE,-14.9579018311329,0,-148.584971996727,"P. Schick",528,27,"Czechia",528
529,298.5,30,9.5,332,43.575,7.004,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,111372,61.32,3.808,NA,NA,NA,NA,NA,299,NA,NA,NA,NA,30.1583333333333,NA,NA,"NULL",0.01248344,0.01473596,0.00225252,"Czechia","Georgia",5,"Vladimir Coufal","DMR",TRUE,0,13.9966062192517,-10.2099158787667,"V. Coufal",529,27,"Czechia",529
530,299,30,11,332,61.32,3.808,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,111372,71.505,4.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1833333333333,2718135955,30,"list(type = list(value = c(213, 141, 140, 212, 56), displayName = c(""Angle"", ""PassEndY"", ""PassEndX"", ""Length"", ""Zone"")), value = c(""0.04"", ""6.2"", ""68.1"", ""10.2"", ""Right""))",0.0174506,0.02122129,0.00377069,"Czechia","Georgia",5,"Vladimir Coufal","DMR",TRUE,8.27706886386494,0,2.2939799465008,"V. Coufal",530,27,"Czechia",530
531,300,30,14,332,74.025,3.808,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 37, 217, 218)",TRUE,383685,79.905,16.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2333333333333,2718135957,30,"list(type = list(value = c(56, 212, 140, 141, 213), displayName = c(""Zone"", ""Length"", ""PassEndX"", ""PassEndY"", ""Angle"")), value = c(""Center"", ""13.8"", ""76.1"", ""24.0"", ""1.13""))",NA,NA,NA,"Czechia","Georgia",14,"Lukas Provod","AMC",TRUE,12.557563959235,0,64.8288759899417,"L. Provod",531,27,"Czechia",531
532,219,30,17,413,30.45,49.98,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 128, 36, 37, 216, 218)",TRUE,69335,49.77,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2833333333333,2718135967,30,"list(type = list(value = c(213, 56, 1, 212, 141, 140), displayName = c(""Angle"", ""Zone"", ""Longball"", ""Length"", ""PassEndY"", ""PassEndX"")), value = c(""0.53"", ""Back"", NA, ""22.3"", ""90.0"", ""47.4""))",NA,NA,NA,"Georgia","Czechia",4,"Guram Kashia","DC",TRUE,14.678902409193,0,30.1456780138229,"G. Kashia",532,27,"Czechia",532
533,301,30,19,332,59.43,3.74,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,404203,70.665,2.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3166666666667,2718136003,30,"list(type = list(value = c(141, 213, 56, 140, 212), displayName = c(""PassEndY"", ""Angle"", ""Zone"", ""PassEndX"", ""Length"")), value = c(""4.1"", ""6.20"", ""Right"", ""67.3"", ""11.3""))",0.01473596,0.02122129,0.00648533,"Czechia","Georgia",2,"David Zima","DC",TRUE,8.30054529210694,0,-4.84339963296261,"D. Zima",533,27,"Czechia",533
534,302,30,20,332,70.665,2.788,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 38, 217, 218)",TRUE,111372,78.855,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3333333333333,2718136053,30,"list(type = list(value = c(56, 213, 141, 212, 140), displayName = c(""Zone"", ""Angle"", ""PassEndY"", ""Length"", ""PassEndX"")), value = c(""Right"", ""5.81"", ""0.0"", ""9.2"", ""75.1""))",NA,NA,NA,"Czechia","Georgia",5,"Vladimir Coufal","DMR",TRUE,3.5112016369545,0,-18.7993516013934,"V. Coufal",534,27,"Czechia",534
535,221,30,34,413,29.4,68,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 36, 38, 216)",TRUE,404262,50.085,64.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5666666666667,2718136127,30,"list(type = list(value = c(140, 212, 107, 213, 141, 56), displayName = c(""PassEndX"", ""Length"", ""ThrowIn"", ""Angle"", ""PassEndY"", ""Zone"")), value = c(""47.7"", ""21.2"", NA, ""6.06"", ""94.5"", ""Back""))",0.00977659,0.01248344,0.00270685,"Georgia","Czechia",14,"Luka Lochoshvili","DML",TRUE,20.1933891161364,0,-10.24877334543,"L. Lochoshvili",535,27,"Czechia",535
536,221.5,30,35.5,413,50.085,64.26,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,389020,45.57,62.968,NA,NA,NA,NA,NA,222,NA,NA,NA,NA,30.5916666666667,NA,NA,"NULL",0.01248344,0.01248344,0,"Georgia","Czechia",22,"Georges Mikautadze","FW",TRUE,0,-3.41378980899542,-164.031142141478,"G. Mikautadze",536,27,"Czechia",536
537,222,30,37,413,45.57,62.968,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 139, 36, 38, 216, 218)",TRUE,389020,59.22,48.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6166666666667,2718136131,30,"list(type = list(value = c(212, 140, 3, 213, 141, 56), displayName = c(""Length"", ""PassEndX"", ""HeadPass"", ""Angle"", ""PassEndY"", ""Zone"")), value = c(""19.9"", ""56.4"", NA, ""5.47"", ""71.4"", ""Center""))",NA,NA,NA,"Georgia","Czechia",22,"Georges Mikautadze","FW",TRUE,18.0769037399804,0,-46.5633747053653,"G. Mikautadze",537,27,"Czechia",537
538,304,30,38,332,38.01,20.876,"FirstHalf","BallRecovery","Successful",NA,NA,NA,"93",FALSE,404245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6333333333333,2718136133,30,"list()",NA,NA,NA,"Czechia","Georgia",7,"Ladislav Krejci","DC",TRUE,0,0,NA,"L. Krejci",538,27,"Czechia",538
539,305,30,44,332,57.015,39.168,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 124, 127, 205, 36, 38, 217, 218)",TRUE,404245,83.37,3.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7333333333333,2718136191,30,"list(type = list(value = c(56, 213, 141, 1, 155, 212, 140), displayName = c(""Zone"", ""Angle"", ""PassEndY"", ""Longball"", ""Chipped"", ""Length"", ""PassEndX"")), value = c(""Right"", ""5.35"", ""5.6"", NA, NA, ""44.1"", ""79.4""))",0.01689528,0.02756312,0.01066784,"Czechia","Georgia",7,"Ladislav Krejci","DC",TRUE,11.1220353303532,0,-53.3015955246176,"L. Krejci",539,27,"Czechia",539
540,306,30,47,332,83.37,3.808,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 37, 217, 218)",TRUE,111372,90.72,18.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7833333333333,2718136197,30,"list(type = list(value = c(141, 56, 212, 213, 140), displayName = c(""PassEndY"", ""Zone"", ""Length"", ""Angle"", ""PassEndX"")), value = c(""27.6"", ""Center"", ""16.7"", ""1.11"", ""86.4""))",NA,NA,NA,"Czechia","Georgia",5,"Vladimir Coufal","DMR",TRUE,16.2614699186446,0,63.8346445841682,"V. Coufal",540,27,"Czechia",540
541,223,30,51,413,5.04,49.572,"FirstHalf","BallRecovery","Successful",NA,NA,NA,"93",FALSE,247643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.85,2718136213,30,"list()",NA,NA,NA,"Georgia","Czechia",3,"Lasha Dvali","DC",TRUE,0,0,NA,"L. Dvali",541,28,"Georgia",541
542,224,30,52,413,2.1,55.76,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,247643,13.545,47.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8666666666667,2718136265,30,"list(type = list(value = c(140, 141, 213, 56, 212), displayName = c(""PassEndX"", ""PassEndY"", ""Angle"", ""Zone"", ""Length"")), value = c(""12.9"", ""70.2"", ""5.67"", ""Back"", ""14.0""))",0.00750072,0.00977745,0.00227673,"Georgia","Czechia",3,"Lasha Dvali","DC",TRUE,12.6948233561321,0,-35.0339968432136,"L. Dvali",542,28,"Georgia",542
543,224.5,30,54.5,413,13.545,47.736,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,283760,13.545,42.908,NA,NA,NA,NA,NA,225,NA,NA,NA,NA,30.9083333333333,NA,NA,"NULL",0.00977745,0.00977745,0,"Georgia","Czechia",17,"Otar Kiteishvili","MC",TRUE,0,0.592971027649412,-90,"O. Kiteishvili",543,28,"Georgia",543
544,225,30,57,413,13.545,42.908,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,283760,43.26,47.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.95,2718136269,30,"list(type = list(value = c(212, 140, 213, 141, 56), displayName = c(""Length"", ""PassEndX"", ""Angle"", ""PassEndY"", ""Zone"")), value = c(""30.0"", ""41.2"", ""0.14"", ""69.4"", ""Back""))",0.00977745,0.01269174,0.00291429,"Georgia","Czechia",17,"Otar Kiteishvili","MC",TRUE,28.7541695336165,0,8.20378369979593,"O. Kiteishvili",544,28,"Georgia",544
545,225.5,30,58.5,413,43.26,47.192,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,363139,73.395,42.024,NA,NA,NA,NA,NA,226,NA,NA,NA,NA,30.975,NA,NA,"NULL",0.01429128,0.02385149,0.00956021,"Georgia","Czechia",10,"Giorgi Chakvetadze","MC",TRUE,0,30.5259626921552,-9.73127255771841,"G. Chakvetadze",545,28,"Georgia",545
546,226,31,0,413,73.395,42.024,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,363139,80.955,22.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2718136325,31,"list(type = list(value = c(213, 141, 140, 212, 56), displayName = c(""Angle"", ""PassEndY"", ""PassEndX"", ""Length"", ""Zone"")), value = c(""5.08"", ""33.0"", ""77.1"", ""21.0"", ""Center""))",0.02385149,0.02855202,0.00470053,"Georgia","Czechia",10,"Giorgi Chakvetadze","MC",TRUE,5.92817881058889,0,-68.8919450807573,"G. Chakvetadze",546,28,"Georgia",546
547,227,31,5,413,93.03,24.344,"FirstHalf","Foul","Successful",NA,NA,NA,"c(91, 136, 63)",TRUE,370984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.0833333333333,2718136329,31,"list(type = list(value = c(9, 233, 13, 56, 286), displayName = c(""Penalty"", ""OppositeRelatedEvent"", ""Foul"", ""Zone"", ""Offensive"")), value = c(NA, ""307"", NA, ""Center"", NA))",NA,NA,NA,"Georgia","Czechia",7,"Khvicha Kvaratskhelia","FW",TRUE,0,0,NA,"K. Kvaratskhelia",547,28,"Georgia",547
548,307,31,5,332,11.97,43.656,"FirstHalf","Foul","Unsuccessful",NA,NA,NA,"c(134, 64)",FALSE,404245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.0833333333333,2718136319,31,"list(type = list(value = c(56, 233, 9, 13, 285), displayName = c(""Zone"", ""OppositeRelatedEvent"", ""Penalty"", ""Foul"", ""Defensive"")), value = c(""Back"", ""227"", NA, NA, NA))",NA,NA,NA,"Czechia","Georgia",7,"Ladislav Krejci","DC",TRUE,0,0,NA,"L. Krejci",548,28,"Georgia",548
549,228,32,13,413,92.925,34,"FirstHalf","Goal","Successful",NA,NA,NA,"c(91, 22, 9, 10, 202, 1, 12, 17, 25)",TRUE,370984,NA,NA,NA,NA,1.9,32.028,TRUE,NA,NA,TRUE,NA,NA,32.2166666666667,2718136907,32,"list(type = list(value = c(102, 9, 17, 20, 214, 103, 56, 80), displayName = c(""GoalMouthY"", ""Penalty"", ""BoxCentre"", ""RightFoot"", ""BigChance"", ""GoalMouthZ"", ""Zone"", ""LowRight"")), value = c(""47.1"", NA, NA, NA, NA, ""1.9"", ""Center"", NA))",NA,NA,NA,"Georgia","Czechia",7,"Khvicha Kvaratskhelia","FW",TRUE,0,0,NA,"K. Kvaratskhelia",549,28,"Georgia",549
550,308,32,13,332,0,0,"FirstHalf","PenaltyFaced","Unsuccessful",NA,NA,NA,"116",FALSE,388668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.2166666666667,2718136911,32,"list(type = list(value = c(179, 9, 186, 233, 73, 56), displayName = c(""DivingSave"", ""Penalty"", ""KeeperMissed"", ""OppositeRelatedEvent"", ""MissLeft"", ""Zone"")), value = c(NA, NA, NA, ""228"", NA, ""Back""))",NA,NA,NA,"Czechia","Georgia",1,"Matej Kovar","GK",TRUE,0,0,NA,"M. Kovar",550,29,"Czechia",550
551,309,33,35,332,52.395,33.932,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,421751,38.325,53.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5833333333333,2718137477,33,"list(type = list(value = c(212, 140, 141, 213, 56), displayName = c(""Length"", ""PassEndX"", ""PassEndY"", ""Angle"", ""Zone"")), value = c(""24.2"", ""36.5"", ""78.8"", ""2.19"", ""Back""))",0.01689528,0.01214719,-0.00474809,"Czechia","Georgia",11,"Tomas Cvancara","AMC",TRUE,-16.8866007346344,0,125.601059882226,"T. Cvancara",551,29,"Czechia",551
552,310,33,36,332,38.325,53.584,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,404245,58.38,65.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,2718137509,33,"list(type = list(value = c(140, 212, 56, 141, 213), displayName = c(""PassEndX"", ""Length"", ""Zone"", ""PassEndY"", ""Angle"")), value = c(""55.6"", ""23.3"", ""Left"", ""96.3"", ""0.54""))",0.01214719,0.01473596,0.00258877,"Czechia","Georgia",7,"Ladislav Krejci","DC",TRUE,13.2362746655851,0,30.6835477465743,"L. Krejci",552,29,"Czechia",552
553,311,33,38,332,58.38,65.484,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,363731,64.575,65.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6333333333333,2718137559,33,"list(type = list(value = c(140, 141, 213, 56, 212), displayName = c(""PassEndX"", ""PassEndY"", ""Angle"", ""Zone"", ""Length"")), value = c(""61.5"", ""95.9"", ""6.24"", ""Left"", ""6.2""))",0.01473596,0.0174506,0.00271464,"Czechia","Georgia",8,"Jaroslav Zeleny","Sub",NA,5.18317044842204,0,-2.51403538056575,"J. Zeleny",553,29,"Czechia",553
554,311.5,33,40,332,64.575,65.212,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,421751,67.62,65.552,NA,NA,NA,NA,NA,312,NA,NA,NA,NA,33.6666666666667,NA,NA,"NULL",0.0174506,0.0174506,0,"Czechia","Georgia",11,"Tomas Cvancara","AMC",TRUE,0,2.15601509163564,6.37116801583109,"T. Cvancara",554,29,"Czechia",554
555,312,33,42,332,67.62,65.552,"FirstHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,421751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7,2718137561,33,"list(type = list(value = 56, displayName = ""Zone""), value = ""Left"")",NA,NA,NA,"Czechia","Georgia",11,"Tomas Cvancara","AMC",TRUE,0,0,NA,"T. Cvancara",555,29,"Czechia",555
556,231,33,53,413,27.93,0,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 35, 37, 215)",TRUE,295345,8.4,5.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8833333333333,2718137621,33,"list(type = list(value = c(212, 140, 107, 213, 141, 56), displayName = c(""Length"", ""PassEndX"", ""ThrowIn"", ""Angle"", ""PassEndY"", ""Zone"")), value = c(""20.6"", ""8.0"", NA, ""2.82"", ""8.3"", ""Back""))",0.00977659,0.00638303,-0.00339356,"Georgia","Czechia",2,"Otar Kakabadze","DMR",TRUE,-16.4393479478324,0,163.88116641194,"O. Kakabadze",556,30,"Georgia",556
